run_name,avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,num_images
fixed_l1100_gan0_ssim100_sc1.0,0.9212526071653752,0.8192560177023498,0.001136875,0.016448548,3.860740939780088,0.9874717696690695,0.22243789,161
